SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,1.1.1.1,60980,443,2020-03-29 01:59:34,120.142601,19689,163.8802542655123639282622157,45683,380.2398118549139784313475950,58530.66331822106,241.93111275365362,160.61916461916462,87.0,56,0.9128941347960567,0.4324336933286175,1.5062406365223189,423.9111049813125188078406757,20.58910160695003512828208316,28.24828842014742014742014742,26.897053,0.0,0.1968860194984853389852784048,1.3720019920933295,0.7288619154803498780353021810,0.01754699168677330886728823646,0.1324650583617178227349904349,0.05370709154929577464788732394,0.014991,2.9e-05,0.8768219792024337972990020789,0.40522453402556047,2.466435149260186458494628172,True
192.168.20.144,1.1.1.1,60982,443,2020-03-29 02:00:35,121.631473,14270,117.3216080347888247641299222,39213,322.3918861855763269429451043,46898.348532047654,216.5602653582777,165.58204334365325,87.0,56,1.0885936514759111,0.5060117707297805,1.3078728887819249,438.0985916298466214954614728,20.93080484906986613069961148,29.51370449535603715170278638,28.613259,0.0,0.1290603254651315921569260368,1.410060659787174,0.7091893480319732521333680058,0.02405490914968523997370151218,0.1550964511189254774100480320,0.07739652564102564102564102564,0.0150355,0.015026,1.206236993647421453491172441,0.40214025008993226,2.003920070498789572973898897,True
1.1.1.1,192.168.20.144,443,60980,2020-03-29 02:01:34,120.817057,496,4.105380583802831747507307681,448,3.708085688596106094522729518,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.6051275976071875,35.42040552559509005119790858,60.40857775,60.4085685,0.0,7.834467050341253443396427508E-7,1.705473916902172,0.5863472845227694514161593314,7.50450E-9,0.00008662851724461177685960547277,15.0890105,15.0890025,15.0889,0.2770450281658581710481086476,1.2755614838458447,0.000005741166211304033280353637024,True
192.168.20.144,1.1.1.1,60984,443,2020-03-29 02:01:35,105.065615,14159,134.7634047542576132067565587,41502,395.0102990402711676888770889,68018.01209960936,260.8026305458006,173.940625,87.0,62,1.0000737893408482,0.42921585861973,1.4993773337643266,405.8137395731891956152343694,20.14481917449717878244448278,29.488794196875,28.8752875,0.0,0.09136443840384782099487367663,1.463840104070383,0.6831347202603480742952206066,0.02903428888612010364273738760,0.1703945095539175629653439156,0.09596758024691358024691358025,0.015039,0.015006,1.424844857832209543129240810,0.4751419541560703,1.775542418757584878868925792,True
192.168.20.144,1.1.1.1,60986,443,2020-03-29 02:02:36,106.634447,9063,84.99129741817857413374122904,31771,297.9431215130697869141666764,134867.93300653595,367.24369702764943,200.16666666666666,87.0,62,0.9244542595224973,0.3762261075818116,1.8346895771572829,297.0699648266363778114186850,17.23571770558558370273783086,18.43275627941176470588235294,17.4096665,0.0,0.1780760970133918573243919136,1.0694510431345867,0.9350591655593472918206476254,0.05148432004799451303155006859,0.2269015646662545891214193902,0.1117380740740740740740740741,0.015040,0.015022,1.278502520019712385304622575,0.4262468362275597,2.030655768380575839489150399,True
1.1.1.1,192.168.20.144,443,60982,2020-03-29 02:02:36,120.816980,434,3.592210300240909845619382309,448,3.708088051861584356768394641,8.960000000000003,2.9933259094191533,58.8,56.0,56,2.806243040080453,0.9354143466934843,0.050906903221414175,1192.195114826769795555555555,34.52817856225216226914813719,57.38717373333333333333333333,60.400975,0.0,-0.2618557994218811827351838340,1.6620388367682881,0.6016706576751395875064120401,3.869836734693877551020408163E-9,0.00006220801182077657070040568531,15.08896885714285714285714286,15.088988,15.088826,-0.9231700185825762303472986842,2.2964428323140895,0.000004122747711241273638322079010,True
1.1.1.1,192.168.20.144,443,60980,2020-03-29 02:03:35,120.816968,496,4.105383608037573000507677034,448,3.708088420162969161748869579,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.62854367589525,35.42073606908663960606346841,60.408806,60.4090335,0.0,-0.00001926837428417107905478676383,1.7054644455207029,0.5863505408315244569817100575,0.0000014319454375,0.001196639226124565916571618108,15.08846075,15.088993,15.085458,-1.334362074333157423315391662,2.509319379179118,0.00007930823733127091287768489625,True
192.168.20.144,1.1.1.1,60984,443,2020-03-29 02:03:35,105.742950,448,4.236689065323030991664219695,496,4.690620036607641455056814662,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.700709789399234375,34.60781284319191463768924614,52.871681125,52.871493,0.0,0.00001630773382175824046402782964,1.527738298995135,0.6545623688675913014613689596,1.9654375E-9,0.00004433325501246214607798023081,0.01500375,0.0149975,0.014961,0.4229330779959501327119938069,0.9642874178307524,0.002954811631256328989617944235,True
1.1.1.1,192.168.20.144,443,60982,2020-03-29 02:04:37,120.816990,496,4.105382860473514528047752224,448,3.708087744943819573720550396,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.605647006494234375,35.42041285765164869918296664,60.408499125,60.4084905,0.0,7.305109656397013655933173632E-7,1.7054713441023692,0.5863481690607496730979734739,2.87950E-9,0.00005366097278283352179281878418,15.0889825,15.0889755,15.088895,0.3913458685325591101403696710,1.6306077855402534,0.000003556301611645021245986519249,True
192.168.20.144,1.1.1.1,60986,443,2020-03-29 02:04:37,105.743120,448,4.236682254126793308160379607,496,4.690612495640378305463277422,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.4603307661031875,34.60433976781096148038440252,52.87368775,52.871543,0.0,0.0001859376610902761547579685204,1.5279496185961978,0.6544718411060889445976728287,0.0001291555334375,0.01136466160681874416540061026,0.01931725,0.015043,0.014927,1.128300203175993341743969948,0.38630714682836415,0.5883167431605815613195775931,True
