SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,1.1.1.1,32822,443,2020-03-29 02:54:50,120.217896,16725,139.1223815795278932514340461,42338,352.1771833371630460077258381,43351.41265396691,208.21002054168025,162.26098901098902,87.0,56,1.0844000996953411,0.5103548269893058,1.2831797822185058,463.4160868041269993056394157,21.52710121693413228853299067,28.17797367582417582417582418,27.1403975,0.0,0.1445958048928539892823552669,1.3089534625153427,0.7639691009933661393796770120,0.02153076711066216066481994464,0.1467336604554734082737523176,0.07009023157894736842105263158,0.015017,0.014977,1.125983596565276971045590215,0.3756004682761361,2.093496585044056561377795445,True
192.168.20.144,1.1.1.1,32824,443,2020-03-29 02:55:51,120.010721,16924,141.0207343058958874182582404,36103,300.8314565496194294174767936,47545.362169466775,218.04899029682934,143.31621621621622,87.0,56,0.7748196789109614,0.40044311187753245,1.521453719988437,425.6974141602365719211102992,20.63243597252240528375059755,30.77958216756756756756756757,30.0968365,0.0,0.09927266976281796724562632871,1.4918055341869858,0.6703286568413132701417784865,0.0177970970970944,0.1334057611090855401218405588,0.04923864,0.014991,3.2e-05,0.7701535461874647560189662831,0.3688494379171816,2.709371361781835162828229187,True
1.1.1.1,192.168.20.144,443,32822,2020-03-29 02:56:50,120.816970,496,4.105383540077192798329572410,448,3.708088358779399946878323467,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.60793277947393359375,35.42044512396017212979150496,60.4086960625,60.4085155,0.0,0.00001529307432767340652970082771,1.705475350495709,0.5863467916492270856453317931,4.84921484375E-7,0.0006963630406440307340157114123,15.088836625,15.088953,15.087827,-0.5013548675373581812405860097,1.4498543734691365,0.00004615087683368900775116659548,True
192.168.20.144,1.1.1.1,32826,443,2020-03-29 02:56:51,106.394619,17708,166.4369886977084809148101748,37723,354.5574048251443994550137916,38444.6052532124,196.0729590056018,146.64285714285714,72.0,56,1.1420675883316158,0.4622914735543287,1.337078142269082,394.1658644760806156602558722,19.85361086744878798346638466,29.66464905820105820105820106,29.7586985,0.0,-0.01421143626117024745469366147,1.4941689577908506,0.6692683546836054429769049755,0.02121612591262185539035558826,0.1456575638702702434784841607,0.05208927819548872180451127820,0.014979,2.4e-05,0.7643326692297480444898100167,0.3574498763542456,2.796306052151921698148435346,True
192.168.20.144,1.1.1.1,32828,443,2020-03-29 02:57:52,134.345260,7884,58.68461604078923216196834931,28474,211.9464430676601466996304894,129948.67338722257,360.48394331401585,203.11731843575419,87.0,56,0.9663452749234237,0.4081106001095893,1.7747572983444864,494.6230617521003945569738777,22.24012279085033277049300886,18.13819839106145251396648045,13.408655,0.0,0.6379744530467076147710636119,0.8155619715608572,1.226148391993017255630318594,0.03640140661771691871455576561,0.1907915265878359670151300155,0.08169297826086956521739130435,0.0150085,0.014962,1.048544651643681682144875004,0.3497586053967034,2.335470326208243240184811986,True
192.168.20.144,1.1.1.1,32824,443,2020-03-29 02:58:06,105.743021,448,4.236686220644291976488925922,496,4.690616887141894688255596556,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.694582822262125,34.60772432307940881376214744,52.8719975,52.873511,0.0,-0.0001311990339963498801459061253,1.527751348410401,0.6545567778686517151874609511,3.19E-10,0.00001786057109949175169431568971,0.015004,0.015008,0.014965,-0.6718710131470251421059193618,2.1835807927278785,0.001190387303351889609058630346,True
1.1.1.1,192.168.20.144,443,32822,2020-03-29 02:58:51,120.816950,496,4.105384219681096071370780342,448,3.708088972615183548334898373,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.600070226009109375,35.42033413487243077923019325,60.408670375,60.4085025,0.0,0.00001421852764240768070585667007,1.7054799693582157,0.5863452036767732082239228271,5.2263075E-7,0.0007229320507488929972320076823,15.0889645,15.0889535,15.08749,0.04564744358175149263348215449,2.0396107745828433,0.00004791130966932111194456105204,True
192.168.20.144,1.1.1.1,32826,443,2020-03-29 02:58:53,105.742993,448,4.236687342488972295308493869,496,4.690618129184219326948689640,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.67877030428465234375,34.60749586873174290206368410,52.8716288125,52.8715195,0.0,0.000009475909532544224775892506963,1.5277507801502073,0.6545570213367396794735107178,3.129609375E-9,0.00005594291174938966295850365251,0.015029875,0.0150265,0.01494,0.1809880766549564472258936410,1.606548482900163,0.003722114239099770487678949593,True
1.1.1.1,192.168.20.144,443,32828,2020-03-29 03:00:06,120.816980,496,4.105383200275325537850722638,448,3.708088051861584356768394641,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.62179505339565234375,35.42064080523382699948721784,60.4088601875,60.408708,0.0,0.00001288973010145365248668535545,1.7054705621975605,0.5863484378830107851136852381,0.000002778436234375,0.001666864191940963137564513309,15.088182625,15.088924,15.088984,-1.334316863217356750980654099,-0.4807680216987804,0.0001104748155141688668130442455,True
192.168.20.144,1.1.1.1,32824,443,2020-03-29 03:00:07,105.743027,448,4.236685980249080632049619688,496,4.690616620990053556912078940,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.686772602611859375,34.60761148364058740527888814,52.871548375,52.8715845,0.0,-0.000003131536542220779909923457957,1.5277433520655705,0.6545602038771497848208968429,3.23750E-9,0.00005689903338370521035718051258,0.0150425,0.015042,0.014958,0.02636248650982480788749676259,1.4850867400534555,0.003782551662536493957598837466,True
