SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,9.9.9.11,36962,443,2020-03-26 09:26:13,89.803146,17005,189.3586222469310819021863666,22888,254.8685766532054456087763340,36605.70003518879,191.32616139772625,144.01805054151623,76.0,68,1.0665250906297319,0.397321777566482,1.3284873713977434,452.3561076771784851359981231,21.26866492465332166966935131,27.82795255595667870036101083,26.387236,0.0,0.2032167831493770620941043404,1.3084014748711488,0.7642914038280794518466150864,0.0002474502091118222222222222212,0.01573055018465095588285999894,0.02109118666666666666666666667,0.015571,0.01563,1.052764194869606281921338009,0.34717073481609084,0.7458352359809194811953049080,True
192.168.20.144,9.9.9.11,36964,443,2020-03-26 09:27:14,89.587375,15896,177.4357156909665005811365720,21492,239.8998742847415721244204331,39085.603627609795,197.70079318912656,145.4785992217899,92.0,68,0.8115081132319583,0.39189827198958943,1.358968221076429,429.5412766013481126436433553,20.72537759852273747334429870,30.00387189105058365758754864,29.309853,0.0,0.1004592878105224830306421369,1.44768758727895,0.6907567687857181988750999905,0.00005768000437301775147928994085,0.007594735306316985230504718081,0.01691289230769230769230769231,0.015525,0.015382,0.5482319995555012474023823295,0.20157283248818106,0.4490500600457766764933138627,True
192.168.20.144,9.9.9.11,36966,443,2020-03-26 09:28:14,89.312922,16147,180.7913081155266647753390041,21488,240.5922851790696087627723119,21599.047918969252,146.96614548585416,146.4396887159533,120.0,68,0.5397097806820726,0.5337262432558205,1.0035950415800323,431.1089249407144347378461447,20.76316269118735279814051146,29.40467388715953307392996109,28.179644,0.0,0.1770004751269632907921737912,1.4161943594286794,0.7061177679054020946935319379,0.0007619610741453168044077134991,0.02760364240721352346521628932,0.02295722727272727272727272727,0.015525,0.015366,0.8077441914823217860070631125,0.2750081732236719,1.202394438983757375345768247,True
192.168.20.144,9.9.9.11,36968,443,2020-03-26 09:29:14,89.354435,15822,177.0701140911472385226318089,21742,243.3231210068084477284199715,21230.760411620497,145.70779118365803,143.92337164750958,76.0,68,1.3984846883423399,0.5210659706714765,1.0123984000355326,431.1797168811591507758253697,20.76486736969825075448421506,29.37198739463601532567049808,28.190700,0.0,0.1706662566542337800249533977,1.4145039730664477,0.7069616056518661713895533739,0.0008975091820193236714975845404,0.02995845760414450427982660270,0.02130766666666666666666666667,0.015504,0.015393,0.5811714418031765584665392588,0.19742894460122073,1.405994287070905821683585065,True
192.168.20.144,9.9.9.11,36970,443,2020-03-26 09:30:15,90.390954,16044,177.4956374506236542209743687,21839,241.6060350463830705891211194,21139.966799720296,145.39589677745482,144.5916030534351,84.0,68,1.2502059080699686,0.526779673642836,1.0055625202780447,441.9197559596019737340481324,21.02188754511834918958591846,29.96187846183206106870229008,29.109781,0.0,0.1216014679942381820460496688,1.4252706089082725,0.7016211474156329115697076029,0.00005612687496190688349298284701,0.007491787167419192207666670685,0.01729856716417910447761194030,0.015533,0.015345,0.7070010631871630285377153578,0.26076116693155876,0.4330871508787595883307278800,True
192.168.20.144,9.9.9.11,36972,443,2020-03-26 09:31:16,90.163677,15863,175.9355932212037004657651662,21864,242.4923287012795629441776204,21242.293683298834,145.74736252604654,144.54789272030652,76.0,68,1.4109598595595096,0.5252094541788133,1.008298078810882,440.6863472011720996168582360,20.99253074789154857168454234,29.79471066666666666666666667,29.264915,0.0,0.07571202439037204344533518011,1.419300560970201,0.7045723981933912578023762318,0.0001637068316386723100913343730,0.01279479705343825725549561414,0.01945586567164179104477611940,0.015570,0.015357,0.9111201190793962436688744610,0.3203540981949635,0.6576318560878799058552009006,True
192.168.20.144,9.9.9.11,36974,443,2020-03-26 09:32:17,89.395489,15626,174.7962920142424636214026415,21572,241.3097153034198403456353374,21489.834759042522,146.5941157040163,144.73929961089493,76.0,68,1.4067269879307642,0.5234814456389021,1.0128148754215869,430.5034941150164618086572089,20.74857812272967445639128177,29.50983403501945525291828794,28.224382,0.0,0.1858612229834583540100083413,1.4222581354956554,0.7031072454730596497270989356,0.00003593448930785123966942148764,0.005994538289797742185193430420,0.01587368181818181818181818182,0.0155385,0.015474,0.1677436035827509911798348245,0.06667432900746448,0.3776400685398367454255484900,True
192.168.20.144,9.9.9.11,36976,443,2020-03-26 09:33:17,89.322671,15688,175.6329028718812047167734158,21642,242.2901124396515191535192672,20048.044543164237,141.59111745856177,144.13127413127413,76.0,68,1.4435497513015993,0.5376839698546401,0.9823760895196223,432.6657767527769756861108216,20.80061962425102796211893766,29.23861551351351351351351351,28.271919,0.0,0.1394232283907246652531534079,1.405660794807516,0.7114091847008758103141382090,0.00005610322748897304522165292939,0.007490208774725377788056215565,0.01669705970149253731343283582,0.015549,0.01542,0.4598241795475039844388154437,0.17049721041178328,0.4485944776286470240982337965,True
192.168.20.144,9.9.9.11,36978,443,2020-03-26 09:34:17,89.136861,15623,175.2698022426434783248649512,21559,241.8640252543782083598389223,21468.91126285031,146.5227329217221,144.6770428015564,76.0,68,1.4061376299521982,0.5233115795247972,1.012757311626125,427.7088172927031221971566568,20.68112224451814225572565078,29.37863918287937743190661479,28.040743,0.0,0.1940749878649367671968187478,1.420553432039533,0.7039509936379293403159036337,0.00004150178508999081726354453627,0.006442187911726172029695177457,0.01656269696969696969696969697,0.0155885,0.015802,0.4536643371999694434812445973,0.11808053104324039,0.3889576633269791681927457578,True
192.168.20.144,9.9.9.11,36980,443,2020-03-26 09:35:17,89.509299,15965,178.3613566228465268172863246,21422,239.3270893563807264315632725,21439.089827249474,146.42093370570163,145.47470817120623,99.0,68,0.952214420335919,0.529123167093896,1.0065043989184828,431.6974556985151361262093292,20.77733033136151339767325176,29.72831900778210116731517510,29.187096,0.0,0.07814618131644761837437556479,1.4308055237929138,0.6989070026435920711344561303,0.0002234669842690541781450872358,0.01494881213572015487669276984,0.01853460606060606060606060606,0.0155075,0.015418,0.6074943011771745591360332960,0.20848519817564218,0.8065351962075284413608964145,True
