SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,176.103.130.130,40666,443,2020-03-29 21:05:17,120.508849,16450,136.5044985202704906757511226,27686,229.7424648043895929999298226,76492.11395867527,276.57207733007914,165.30337078651687,68.0,68,1.0554576411962442,0.3518192137320814,1.6731181948325884,461.2670784172608087362706730,21.47712919403477464531634795,29.53992728089887640449438202,28.393734,0.0,0.1601042584244307286296617306,1.375413213470985,0.7270542337428950755973938343,0.02303259460271604938271604943,0.1517649320584832910520322116,0.05140444444444444444444444444,0.026667,0.02665,0.4889952660785647165459455349,0.1631104373631269,2.952369852425967533002528758,True
192.168.20.144,176.103.130.130,40668,443,2020-03-29 21:06:18,120.504646,16169,134.1773992680746931533245614,27565,228.7463671732623487396494240,76832.65922392308,277.18704735958187,165.03396226415094,76.0,68,0.9636160467698693,0.35006672638015907,1.6795757888665386,458.7910319027350079601281596,21.41940783268143965427586802,29.90541166415094339622641509,28.640528,0.0,0.1771594724791132451229468324,1.3961829336160112,0.7162385214164403210786406307,0.03332262742302917861359419801,0.1825448641376392671191494880,0.06507422077922077922077922078,0.026664,0.026619,0.6312457098260411248260266651,0.21066175135020748,2.805179408247769743075491337,True
176.103.130.130,192.168.20.144,443,40666,2020-03-29 21:07:17,119.569372,873,7.301200845982531379356914244,772,6.456502924511471047953651542,105.37996219281663,10.265474279974434,71.52173913043478,68.0,68,1.0291991488317924,0.34306638294393077,0.14352942762274284,1608.720756142102083175803402,40.10886131694718260287030891,78.34827121739130434782608696,90.597458,0.0,-0.9161955523354424831590862104,1.9533905637028601,0.5119303935329723691980584102,47.73847157583584,6.909303262691241865736055217,10.5541804,15.0773445,4e-06,-1.963945101855979139621370115,1.527531213891029,0.6546508587906306647682519447,True
192.168.20.144,176.103.130.130,40670,443,2020-03-29 21:07:19,121.390641,16246,133.8323932237906215521178441,27593,227.3074742228274418618483117,47772.80158573124,218.5699009144014,164.80827067669173,76.0,68,1.2189455680561216,0.4429167523601742,1.3262071133746383,465.0669284617940144298716714,21.56541046355932485268362655,29.68003531954887218045112782,28.4100585,0.0,0.1766685806924259057857268919,1.3762796386232217,0.7265965229278275925503126903,0.04410628034656886916502301118,0.2100149526737771811386251236,0.08560375641025641025641025641,0.0266935,0.026595,0.8415151729948042443349895056,0.28097407188866486,2.453338048242643936337678634,True
176.103.130.130,192.168.20.144,443,40668,2020-03-29 21:08:18,119.705597,805,6.724831755360611918588902739,772,6.449155422532164473479047099,109.58057851239668,10.46807425042432,71.68181818181819,68.0,68,1.0551563048959878,0.35171876829866255,0.14603527806552632,1685.530185345225721074380166,41.05520899161549416304372276,78.52624022727272727272727273,90.6107355,0.0,-0.8830422913103594583476395412,1.912698587000489,0.5228215291193417558664890067,50.51648472044920987654320988,7.107494968021378056116180768,10.05157611111111111111111111,15.077270,4e-06,-2.121293329717812547148479293,1.4142214882087099,0.7071025369011217257420229555,True
192.168.20.144,176.103.130.130,40672,443,2020-03-29 21:08:20,120.522919,15927,132.1491392023122174795650278,27189,225.5919473706075771364283004,78182.80982248519,279.61189141823917,165.83076923076922,76.0,68,0.9638084643875365,0.3498805745869923,1.6861279285820157,446.1303990150577308284023665,21.12179914247500202348474590,29.27492843846153846153846154,28.516087,0.0,0.1077807955671080061929798549,1.3860054364209418,0.7214978915106444161014307189,0.03438501600370653761869978088,0.1854319713633723347703086411,0.06435555405405405405405405405,0.026794,0.026795,0.6076873439550798560990175292,0.20255705517173422,2.881367025565855059235492903,True
192.168.20.144,176.103.130.130,40674,443,2020-03-29 21:09:20,134.650452,17116,127.1143152196770939914854500,27361,203.2002090865614027051316545,47020.1009739369,216.84118837051437,164.72962962962964,119.0,68,0.6326698812149822,0.44608512965880215,1.3163459959088715,518.5472671702587640740740730,22.77163294913781021956378192,29.42395543333333333333333333,27.1909835,0.0,0.2941781037382142309065803690,1.292131991546412,0.7739147444242201397603320614,0.02236092018473285147392290248,0.1495356819783587688236663126,0.05268213095238095238095238095,0.0267725,0.026739,0.5198016408444374140628802431,0.17349124041267636,2.838451658561859115324856074,True
176.103.130.130,192.168.20.144,443,40670,2020-03-29 21:09:20,119.585381,805,6.731592049700456279016245305,772,6.455638586793481052671479970,109.58057851239668,10.46807425042432,71.68181818181819,68.0,68,1.0551563048959878,0.35171876829866255,0.14603527806552632,1492.214802305089694214876033,38.62919624202773513118745029,81.22843181818181818181818182,90.610518,0.0,-0.7286265644541685077599046611,2.1027730245602942,0.4755625016680568760133103341,50.51580569710758024691358024,7.107447199741098340262489053,10.05151855555555555555555556,15.077054,4e-06,-2.121240708461756293238007538,1.4142228950954008,0.7071018334650295025334580064,True
192.168.20.144,176.103.130.130,40676,443,2020-03-29 21:10:20,134.934246,16001,118.5836840856545787494154746,27393,203.0099905104890866622547400,77106.57432277317,277.68070570850466,164.37121212121212,72.0,68,0.9979578367052137,0.34705764621031254,1.6893512077025679,521.8678605975276838699494939,22.84442734229789538389604409,30.09318395833333333333333333,28.5610705,0.0,0.2012018207385565071859398879,1.3173096224922176,0.7591229752866303331070686296,0.03348515735744307270233196157,0.1829895006754296619372333750,0.06074337037037037037037037037,0.026554,0.026565,0.5605136400313874441621129614,0.18677776727197534,3.012501604038240339781205280,True
176.103.130.130,192.168.20.144,443,40672,2020-03-29 21:10:20,119.614054,873,7.298473472021941501957621134,772,6.454091088660869231971687875,105.37996219281663,10.265474279974434,71.52173913043478,68.0,68,1.0291991488317924,0.34306638294393077,0.14352942762274284,1609.942769423845584120982987,40.12409213208251001262774415,78.36401626086956521739130435,90.597239,0.0,-0.9146541707805247201012225759,1.953041479490849,0.5120218953366501889639139106,47.73458878824464,6.909022274406461920449352767,10.5537784,15.0756705,5e-06,-1.963472653757712163138389273,1.5275350086936361,0.6546491704247326171306906318,True
192.168.20.144,176.103.130.130,40678,443,2020-03-29 21:11:20,121.298184,16421,135.3771298010529160106799291,27669,228.1072897183687432616468520,47457.95873245712,217.84847654380582,164.51492537313433,76.0,68,1.2189425436078558,0.4430369535025265,1.3241867025116796,462.4065646112313623301403433,21.50364072921679377475180993,29.59374832835820895522388060,28.4907065,0.0,0.1538867546544594790530736026,1.3762203666353792,0.7266278164774054769671564554,0.01704082674462089965397923878,0.1305405176357934458377621295,0.05326127058823529411764705882,0.026580,0.02662,0.6131721645843875349446793906,0.20408430325490307,2.450946366732529827701705115,True
