SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,1.1.1.1,33208,443,2020-03-29 07:58:54,120.612758,15848,131.3957185192631114529360153,44538,369.2644189431436432288531202,65362.074396432174,255.66007587504188,174.02305475504323,87.0,56,1.0211573448516522,0.4616405371510918,1.4691161250726912,447.8145825032452258053799965,21.16162995856522451457046024,28.17431778097982708933717579,27.039257,0.0,0.1609130463771872590781897532,1.3313869411829593,0.7510964461702497298200051647,0.02198391355183883180097349919,0.1482697324197991253695062777,0.07702469767441860465116279070,0.015041,0.015035,1.254140612439824749672259458,0.4180873376024306,1.924963510360422718804409441,True
192.168.20.144,1.1.1.1,33210,443,2020-03-29 07:59:56,121.433423,14223,117.1259085729634748087435532,39704,326.9610542066330453354674849,63289.02578025538,251.57310225907574,167.4751552795031,87.0,62,0.9596632695250696,0.4192624502872424,1.5021517779112947,433.0709504435183820550904671,20.81035680721304648661916329,29.55509036956521739130434783,28.6589045,0.0,0.1291932489962774335106801150,1.4202106500798282,0.7041208992087133993092322955,0.02326909232023140495867768595,0.1525421001567482188002776999,0.07780436363636363636363636364,0.015031,0.014954,1.234545025377113435138908725,0.4120197871392899,1.960585409703861441287535519,True
1.1.1.1,192.168.20.144,443,33208,2020-03-29 08:00:55,120.816998,496,4.105382588632106220682622821,448,3.708087499409644328358498032,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.60431323121993359375,35.42039402986957080010965914,60.4086249375,60.4084745,0.0,0.00001274160020973831828151118872,1.7054758026282308,0.5863466362049497991871031925,2.91426484375E-7,0.0005398393134767048438103955685,15.088860625,15.0889875,15.087709,-0.7050709173970241742045920161,2.133273682095436,0.00003577734110568105561054551582,True
192.168.20.144,1.1.1.1,33212,443,2020-03-29 08:00:56,104.825127,15747,150.2216162351990281872017193,38592,368.1560051913888928558130915,42935.31533877551,207.20838626555516,155.25428571428571,87.0,56,0.9881977309568741,0.47900708800020725,1.3346387528836436,397.2251167153881816816326531,19.93050718660687224011681905,30.63614503428571428571428571,31.4493265,0.0,-0.1224025246473511619208249241,1.53714828967689,0.6505553216405692803483369356,0.02203713303593165558454675531,0.1484490924052136318231864561,0.06828493577981651376146788991,0.015003,2.2e-05,1.076771873438787350772183696,0.459840708176799,2.173965468516876513487779313,True
192.168.20.144,1.1.1.1,33214,443,2020-03-29 08:01:56,107.105841,12761,119.1438289532687577701761382,34486,321.9805724694323627037296687,91542.3213137755,302.55961613172286,168.73928571428573,87.0,56,0.8104778168283329,0.3726184186629962,1.7930597184346604,241.4666117866360301530612247,15.53919598263166349955950462,19.57909676428571428571428571,20.481178,0.0,-0.1741559672821976494906208149,1.2599813263292061,0.7936625560264227707489275359,0.02325584722081522491349480969,0.1524986794067910114421905343,0.04645423529411764705882352941,0.015002,1.6e-05,0.6187378556286113341856274053,0.3045156553142563,3.282772355228102034028733001,True
1.1.1.1,192.168.20.144,443,33210,2020-03-29 08:01:57,120.816389,496,4.105403282662255366695324754,448,3.708106190791714524757067520,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.599908326393359375,35.42033184946738128703777683,60.407970625,60.4079255,0.0,0.000003821957416303417440739419554,1.705460323797287,0.5863519579121332432120215234,3.978475E-8,0.0001994611490992669479462039824,15.0888735,15.0889595,15.088407,-1.293484977726663421791531365,2.338801326005395,0.00001321908816448537049145544115,True
192.168.20.144,1.1.1.1,33212,443,2020-03-29 08:02:56,105.742993,448,4.236687342488972295308493869,496,4.690618129184219326948689640,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.684358895532984375,34.60757661113434542323640125,52.871786875,52.872889,0.0,-0.00009553905022451746053181577990,1.5277517830586693,0.6545565916460118773550794854,0.00000106118475,0.001030138218881330506671511792,0.015604,0.0150275,0.014934,1.678900916692650465706729808,0.6503981579555228,0.06601757362736032470337809485,True
1.1.1.1,192.168.20.144,443,33208,2020-03-29 08:02:56,120.817055,496,4.105380651763114073588368794,448,3.708085749979586905176591169,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.6008789850350625,35.42034555146286348126634849,60.40859175,60.408343,0.0,0.00002106839976803049024378102907,1.70547719988308,0.5863461558258037604603876317,9.136641875E-7,0.0009558578280790506765582250327,15.08865075,15.0890135,15.086133,-1.138506133476996873935685907,2.6340214266581032,0.00006334945674841408046761404645,True
1.1.1.1,192.168.20.144,443,33210,2020-03-29 08:03:58,120.817005,496,4.105382350770903483330016333,448,3.708087284567267662362595398,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.60608689591068359375,35.42041906719781715566667025,60.4084940625,60.408480,0.0,0.000001191050278653226014967656955,1.7054709021905154,0.5863483209919294974258268491,9.97484375E-10,0.00003158297603140020748858541655,15.088984375,15.0889895,15.088941,-0.4868128951721957450581627200,1.3733664603835554,0.000002093114768130324045655684931,True
192.168.20.144,1.1.1.1,33214,443,2020-03-29 08:03:59,105.743050,448,4.236685058734356536907153709,496,4.690615600741609023004348749,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.68704156619521484375,34.60761536954251366761449167,52.8715353125,52.871562,0.0,-0.000002313435905510595869397544969,1.5277428030777065,0.6545604390905687994837248783,2.069484375E-9,0.00004549158576044585412579164853,0.015032375,0.015028,0.014961,0.2885148930423076209024363313,1.5689714659729357,0.003026240747749164993940854225,True
