SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,1.1.1.1,32926,443,2020-03-29 04:17:43,120.292599,18531,154.0493775514817831810251269,44471,369.6902417080538761989837795,57547.13607434706,239.88984154054347,159.4987341772152,87.0,56,0.9066503238941314,0.4314427551936292,1.5040234819293778,429.5516612468985698445761896,20.72562812671544991996794841,28.84320673417721518987341772,27.985095,0.0,0.1242102380102687057532225159,1.391668641250885,0.7185618547107318266482730842,0.01933312184141890511387536808,0.1390435969090950448642797166,0.05850373643410852713178294574,0.014999,2.2e-05,0.9386567393509974441605732319,0.4205999969372423,2.376661823398182318109687215,True
192.168.20.144,1.1.1.1,32928,443,2020-03-29 04:18:44,120.386565,14229,118.1942519914909109666846961,42763,355.2140556547983572751660453,71284.27911219806,266.9911592397734,177.54517133956386,87.0,62,1.0173951631662352,0.4327677802836822,1.5037928501538333,431.8608783690044048291456801,20.78126267503984958060648959,29.80906001246105919003115265,28.824639,0.0,0.1421118188804913161375958096,1.4344200580393223,0.6971458565400141365805029374,0.02619981458776542220797949048,0.1618635678210678210675634119,0.08641513924050632911392405063,0.015027,0.014963,1.323116873083306630339696735,0.44143435241396095,1.873092715508762509431585409,True
1.1.1.1,192.168.20.144,443,32926,2020-03-29 04:19:44,120.817034,496,4.105381365346214342590135096,448,3.708086394506258115887863958,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.60711944694943359375,35.42043364284166176551748956,60.4084730625,60.4084215,0.0,0.000004367182557948772314975026531,1.7054696075046027,0.5863487661109206300179935054,3.104859375E-9,0.00005572126501614980384723124857,15.089009125,15.089028,15.0889,-1.016218852597626146224245486,1.9584085172544676,0.000003692837916296892944402089661,True
192.168.20.144,1.1.1.1,32930,443,2020-03-29 04:19:45,104.842030,14175,135.2034103116851133080883688,40864,389.7673480759577051302802893,66364.34061523438,257.6127726166433,171.996875,87.0,62,0.9898213602143656,0.4269853310561106,1.4977758905017509,401.5866007808256062402343694,20.03962576449035403094451526,29.448541096875,28.7887715,0.0,0.09876974819221817958089943633,1.4695155210461555,0.6804963851542684820658774253,0.02834810693434984375,0.1683689607212381760563689810,0.0922211125,0.0150225,0.014983,1.375525729373860430258583871,0.4587431802699079,1.825709494897257675745008834,True
1.1.1.1,192.168.20.144,443,32928,2020-03-29 04:20:45,120.810887,496,4.105590251977870173240264348,448,3.708275066302592414539593605,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.56241044242015234375,35.41980251839950832595986515,60.4028201875,60.4026125,0.0,0.00001759079542231603389563901301,1.70534039979818,0.5863931917160620129854572637,0.000004045148734375,0.002011255511956399835089202487,15.088193375,15.0889045,15.082884,-1.060718037722025385986133145,2.639831174326995,0.0001332999559303699496156015092,True
192.168.20.144,1.1.1.1,32932,443,2020-03-29 04:20:45,119.827576,10484,87.49238155330789633932009106,24497,204.4354130972323098649679770,91979.33489570649,303.28095043326823,157.57207207207207,68.0,56,0.8860306452888891,0.3349108208971446,1.9247125867238086,357.2154075492034810486161838,18.90014305631582993517941855,17.60014415315315315315315315,15.128054,0.0,0.3923922923419977222422237975,0.9312175098733838,1.073862969067203664250145267,0.02524332129358159722222222222,0.1588814693209425138158123558,0.05196620833333333333333333333,0.015006,2.8e-05,0.6978826761478381067121576552,0.3268990937414955,3.057399691388089801609456578,True
1.1.1.1,192.168.20.144,443,32926,2020-03-29 04:21:45,120.817012,496,4.105382112909728308791480458,448,3.708087069724915891811659769,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.60672140370874609375,35.42042802400485879952547092,60.4084374375,60.4084555,0.0,-0.000001529837526618155663938219046,1.705468872272251,0.5863490188874968414800337041,1.385609375E-9,0.00003722377432501975611556955690,15.088965875,15.0889705,15.0889,-0.3727456511757861887326849257,1.7697023258225932,0.000002466953311008118117012413013,True
192.168.20.144,1.1.1.1,32930,443,2020-03-29 04:21:45,105.743566,448,4.236664384857230935450011209,496,4.690592711806219964248226696,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.68793182055696484375,34.60762823165662944566666103,52.8718636875,52.8728825,0.0,-0.00008831687278714423672574282686,1.5277517237987588,0.6545566170355857374214611381,7.24503359375E-7,0.0008511776309178948342177819413,0.015610125,0.0153075,0.01499,1.066610501759736954450155175,0.7285494560415893,0.05452727834773231054958124559,True
1.1.1.1,192.168.20.144,443,32928,2020-03-29 04:22:46,120.816810,496,4.105388976914719069308318933,448,3.708093269471359159375255811,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.60550009794358984375,35.42041078386787413520772203,60.4083423125,60.4084125,0.0,-0.000005944665669882634303345131117,1.705467016774769,0.5863496568178217236890632320,8.365484375E-9,0.00009146302189956332292362083716,15.088935625,15.088958,15.088799,-0.7339031513053526026397065256,1.4937730807724443,0.000006061595341955295996805661841,True
192.168.20.144,1.1.1.1,32932,443,2020-03-29 04:23:00,105.743069,448,4.236684297483365079937295938,496,4.690614757928011338502006217,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.6779361109401875,34.60748381652356111522577565,52.87163425,52.871523,0.0,0.000009643867834177790193888734766,1.5277514693153191,0.6545567260675994919757142867,9.317875E-8,0.0003052519451207477563909051903,0.015200,0.015048,0.014972,1.493847974726651483457899648,0.7469239873633282,0.02008236481057551028887534147,True
